        4629           2          20
Tue Oct 25 03:38:30 2005
nirspec_drtau_glue.dat

Full Nirspec spectrum of drtau, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
done

Included data files, index, atm. transm cutoff, scale factor:
drtau_coice_dec02.dat 2 0.400000 0.958951
drtau_coice+_dec02.dat 2 0.600000 0.958951
drtau_cop_dec02.dat 3 0.400000 1.26488
drtau_cop+_dec02.dat 3 0.600000 1.23907

     Wavelength     Flux
         um          Jy
 
  4.7110233E+00  1.3553399E+00
  4.7111177E+00  1.3855064E+00
  4.7112117E+00  1.3769263E+00
  4.7113061E+00  1.3872958E+00
  4.7114005E+00  1.3484578E+00
  4.7114944E+00  1.3477473E+00
  4.7115889E+00  1.3424315E+00
  4.7116828E+00  1.3083785E+00
  4.7117772E+00  1.3025599E+00
  4.7118716E+00  1.3064162E+00
  4.7119656E+00  1.3192035E+00
  4.7120600E+00  1.3153065E+00
  4.7121544E+00  1.2829983E+00
  4.7122483E+00  1.2917807E+00
  4.7123427E+00  1.3080907E+00
  4.7124372E+00  1.3016582E+00
  4.7125311E+00  1.3065361E+00
  4.7126255E+00  1.3130177E+00
  4.7127199E+00  1.2949882E+00
  4.7128139E+00  1.2983229E+00
  4.7129083E+00  1.2920326E+00
  4.7130027E+00  1.3015100E+00
  4.7130966E+00  1.2764465E+00
  4.7131910E+00  1.2728915E+00
  4.7132854E+00  1.2919585E+00
  4.7133794E+00  1.3049757E+00
  4.7134738E+00  1.2870263E+00
  4.7135682E+00  1.2717955E+00
  4.7136621E+00  1.3010925E+00
  4.7137566E+00  1.3185904E+00
  4.7138510E+00  1.3021377E+00
  4.7139454E+00  1.3021970E+00
  4.7140393E+00  1.2968047E+00
  4.7141337E+00  1.2984221E+00
  4.7142282E+00  1.3357460E+00
  4.7143221E+00  1.3240645E+00
  4.7144165E+00  1.3331124E+00
  4.7145109E+00  1.2997299E+00
  4.7146053E+00  1.3060153E+00
  4.7146993E+00  1.2886045E+00
  4.7147937E+00  1.2718699E+00
  4.7148881E+00  1.2873883E+00
  4.7149825E+00  1.2913258E+00
  4.7150764E+00  1.3011827E+00
  4.7151709E+00  1.2973027E+00
  4.7152653E+00  1.3419399E+00
  4.7153597E+00  1.4111582E+00
  4.7154536E+00  1.4286257E+00
  4.7155480E+00  1.4025483E+00
  4.7156425E+00  1.3369471E+00
  4.7157369E+00  1.3113523E+00
  4.7158313E+00  1.3205987E+00
  4.7159252E+00  1.3481821E+00
  4.7160196E+00  1.4088138E+00
  4.7161140E+00  1.4106003E+00
  4.7162085E+00  1.3880324E+00
  4.7163029E+00  1.3529304E+00
  4.7163968E+00  1.3367879E+00
  4.7164912E+00  1.3191153E+00
  4.7165856E+00  1.2938689E+00
  4.7166800E+00  1.3055367E+00
  4.7167745E+00  1.3285186E+00
  4.7168689E+00  1.3125536E+00
  4.7169628E+00  1.3066634E+00
  4.7170572E+00  1.2889987E+00
  4.7171516E+00  1.2927982E+00
  4.7172461E+00  1.2750611E+00
  4.7173405E+00  1.2637171E+00
  4.7174349E+00  1.2685422E+00
  4.7175293E+00  1.3745179E+00
  4.7176232E+00           -NaN
  4.7177176E+00           -NaN
  4.7178121E+00  1.9030937E+00
  4.7179065E+00  2.1806600E+00
  4.7180009E+00  2.7606454E+00
  4.7180953E+00  3.0490372E+00
  4.7181897E+00  2.7283819E+00
  4.7182841E+00  2.2156272E+00
  4.7183781E+00  1.7993864E+00
  4.7184725E+00  1.5663699E+00
  4.7185669E+00  1.4617240E+00
  4.7186613E+00  1.4034669E+00
  4.7187557E+00  1.3882929E+00
  4.7188501E+00  1.3834391E+00
  4.7189445E+00  1.3987390E+00
  4.7190390E+00  1.3868665E+00
  4.7191334E+00  1.3576686E+00
  4.7192278E+00  1.3644866E+00
  4.7193222E+00  1.3498025E+00
  4.7194166E+00  1.3539214E+00
  4.7195110E+00  1.3495643E+00
  4.7196054E+00  1.3310812E+00
  4.7196994E+00  1.3184681E+00
  4.7197938E+00  1.2955958E+00
  4.7198882E+00  1.2966722E+00
  4.7199826E+00  1.2905988E+00
  4.7200770E+00  1.3113817E+00
  4.7201715E+00  1.3032910E+00
  4.7202659E+00  1.2911818E+00
  4.7203603E+00  1.3104222E+00
  4.7204547E+00  1.3227727E+00
  4.7205491E+00  1.3051832E+00
  4.7206435E+00  1.2969490E+00
  4.7207379E+00  1.2894469E+00
  4.7208323E+00  1.2849364E+00
  4.7209268E+00  1.2738919E+00
  4.7210212E+00  1.2949157E+00
  4.7211156E+00  1.3252453E+00
  4.7212100E+00  1.3134699E+00
  4.7213044E+00  1.3043244E+00
  4.7213988E+00  1.2964458E+00
  4.7214932E+00  1.3007077E+00
  4.7215877E+00  1.2877319E+00
  4.7216821E+00  1.2901337E+00
  4.7217765E+00  1.2946900E+00
  4.7218714E+00  1.2856376E+00
  4.7219658E+00  1.2835503E+00
  4.7220602E+00  1.2640064E+00
  4.7221546E+00  1.2770612E+00
  4.7222490E+00  1.2905658E+00
  4.7223434E+00  1.2932906E+00
  4.7224379E+00  1.3117553E+00
  4.7225323E+00  1.2833593E+00
  4.7226267E+00  1.2746019E+00
  4.7227211E+00  1.2780154E+00
  4.7228155E+00  1.2842509E+00
  4.7229099E+00  1.3018363E+00
  4.7230043E+00  1.3765610E+00
  4.7230988E+00  1.4428886E+00
  4.7231936E+00  1.4211990E+00
  4.7232881E+00  1.3579768E+00
  4.7233825E+00  1.3191701E+00
  4.7234769E+00  1.2988812E+00
  4.7235713E+00  1.2794312E+00
  4.7236657E+00  1.2883078E+00
  4.7237601E+00  1.2837057E+00
  4.7238545E+00  1.2678928E+00
  4.7239494E+00  1.2825804E+00
  4.7240438E+00  1.2689921E+00
  4.7241383E+00  1.3001521E+00
  4.7242327E+00  1.3312652E+00
  4.7243271E+00  1.3278319E+00
  4.7244215E+00  1.3231821E+00
  4.7245159E+00  1.2975513E+00
  4.7246108E+00  1.3065510E+00
  4.7247052E+00  1.2996686E+00
  4.7247996E+00  1.2737823E+00
  4.7248940E+00  1.2731161E+00
  4.7249885E+00  1.2795280E+00
  4.7250829E+00  1.3009859E+00
  4.7251778E+00  1.3008801E+00
  4.7252722E+00  1.3274733E+00
  4.7253666E+00  1.2948256E+00
  4.7254610E+00  1.2986898E+00
  4.7255554E+00  1.2926069E+00
  4.7256503E+00  1.2887853E+00
  4.7257447E+00  1.3109272E+00
  4.7258391E+00  1.3085054E+00
  4.7259336E+00  1.3012865E+00
  4.7260280E+00  1.3140191E+00
  4.7261229E+00  1.3144799E+00
  4.7262173E+00  1.3349909E+00
  4.7263117E+00  1.3488308E+00
  4.7264061E+00  1.3349266E+00
  4.7265010E+00  1.3926586E+00
  4.7265954E+00           -NaN
  4.7266898E+00           -NaN
  4.7267842E+00           -NaN
  4.7268791E+00  2.0172539E+00
  4.7269735E+00  2.4295189E+00
  4.7270679E+00  3.0739307E+00
  4.7271624E+00  3.2986803E+00
  4.7272573E+00  2.8441310E+00
  4.7273517E+00  2.1717932E+00
  4.7274461E+00  1.7667804E+00
  4.7275410E+00  1.5675013E+00
  4.7276354E+00  1.4481289E+00
  4.7277298E+00  1.3973396E+00
  4.7278242E+00  1.2764087E+00
  4.7279191E+00  1.2963961E+00
  4.7280135E+00           -NaN
  4.7281079E+00           -NaN
  4.7282028E+00           -NaN
  4.7282972E+00  1.4774718E+00
  4.7283916E+00  1.4885726E+00
  4.7284865E+00  1.4939657E+00
  4.7285810E+00  1.4647553E+00
  4.7286754E+00  1.3782490E+00
  4.7287703E+00  1.3391631E+00
  4.7288647E+00  1.3057773E+00
  4.7289591E+00  1.2857959E+00
  4.7290540E+00  1.2895180E+00
  4.7291484E+00  1.2848060E+00
  4.7292428E+00  1.2807041E+00
  4.7293377E+00  1.3105807E+00
  4.7294321E+00  1.3424461E+00
  4.7295265E+00  1.3441908E+00
  4.7296214E+00  1.3396516E+00
  4.7297158E+00  1.3681520E+00
  4.7298107E+00  1.3834842E+00
  4.7299051E+00  1.3688318E+00
  4.7299995E+00  1.3479118E+00
  4.7300944E+00  1.3251311E+00
  4.7301888E+00  1.3027083E+00
  4.7302833E+00  1.2997180E+00
  4.7303782E+00  1.2865021E+00
  4.7304726E+00  1.2741816E+00
  4.7305675E+00  1.2956151E+00
  4.7306619E+00  1.3265392E+00
  4.7307568E+00  1.3700804E+00
  4.7308512E+00  1.4321331E+00
  4.7309456E+00  1.4085062E+00
  4.7310405E+00  1.3495461E+00
  4.7311349E+00  1.3336450E+00
  4.7312298E+00  1.3104101E+00
  4.7313242E+00  1.3093139E+00
  4.7314191E+00  1.2980545E+00
  4.7315135E+00  1.2783657E+00
  4.7316079E+00  1.2761440E+00
  4.7317028E+00  1.2593302E+00
  4.7317972E+00  1.2524382E+00
  4.7318921E+00  1.2767184E+00
  4.7319865E+00  1.2697313E+00
  4.7320814E+00  1.2918458E+00
  4.7321758E+00  1.3118286E+00
  4.7322707E+00  1.3029628E+00
  4.7323651E+00  1.2888196E+00
  4.7324600E+00  1.2839698E+00
  4.7325544E+00  1.2913433E+00
  4.7326493E+00  1.2960033E+00
  4.7327437E+00  1.3025675E+00
  4.7328386E+00  1.3376290E+00
  4.7329330E+00  1.3831255E+00
  4.7330279E+00  1.4270644E+00
  4.7331223E+00  1.4226519E+00
  4.7332172E+00  1.3790879E+00
  4.7333117E+00  1.3571177E+00
  4.7334065E+00  1.3449498E+00
  4.7335010E+00  1.3282863E+00
  4.7335958E+00  1.3179941E+00
  4.7336903E+00  1.3168952E+00
  4.7337852E+00  1.3148386E+00
  4.7338800E+00  1.3145856E+00
  4.7339745E+00  1.3085907E+00
  4.7340693E+00  1.3152835E+00
  4.7341638E+00  1.3165599E+00
  4.7342587E+00  1.3282218E+00
  4.7343531E+00  1.3477921E+00
  4.7344480E+00  1.3654079E+00
  4.7345428E+00  1.3688008E+00
  4.7346373E+00  1.3767093E+00
  4.7347322E+00  1.3591554E+00
  4.7348266E+00  1.3299149E+00
  4.7349215E+00  1.3127788E+00
  4.7350159E+00  1.3075279E+00
  4.7351108E+00  1.2937491E+00
  4.7352057E+00  1.2880598E+00
  4.7353001E+00  1.2890851E+00
  4.7353950E+00  1.2937191E+00
  4.7354898E+00  1.2927010E+00
  4.7355843E+00  1.2901837E+00
  4.7356791E+00  1.3459693E+00
  4.7357736E+00           -NaN
  4.7358685E+00           -NaN
  4.7359633E+00  1.7342235E+00
  4.7360578E+00  1.9891709E+00
  4.7361526E+00  2.5397527E+00
  4.7362475E+00  3.1717451E+00
  4.7363420E+00  3.2322102E+00
  4.7364368E+00  2.6045339E+00
  4.7365317E+00  2.0458610E+00
  4.7366261E+00  1.6892323E+00
  4.7367210E+00  1.4998791E+00
  4.7368159E+00  1.4069091E+00
  4.7369103E+00  1.3519008E+00
  4.7370052E+00  1.3094350E+00
  4.7371001E+00  1.3041174E+00
  4.7371945E+00  1.2814368E+00
  4.7372894E+00  1.2700599E+00
  4.7373843E+00  1.2832243E+00
  4.7374787E+00  1.2791802E+00
  4.7375736E+00  1.2855074E+00
  4.7376685E+00  1.2708030E+00
  4.7377634E+00  1.2606187E+00
  4.7378578E+00  1.2595851E+00
  4.7379527E+00  1.2802734E+00
  4.7380476E+00  1.2663370E+00
  4.7381420E+00  1.2930688E+00
  4.7382369E+00  1.2982394E+00
  4.7383318E+00  1.2948265E+00
  4.7384267E+00  1.3048611E+00
  4.7385211E+00  1.3110856E+00
  4.7386160E+00  1.3456398E+00
  4.7387109E+00  1.4232606E+00
  4.7388058E+00  1.4137306E+00
  4.7389002E+00  1.3432000E+00
  4.7389951E+00  1.4405682E+00
  4.7390900E+00  1.4980247E+00
  4.7391849E+00  1.3538573E+00
  4.7392793E+00  1.3398879E+00
  4.7393742E+00  1.3331759E+00
  4.7394691E+00  1.3353907E+00
  4.7395639E+00  1.3162289E+00
  4.7396588E+00  1.2919348E+00
  4.7397532E+00  1.3010620E+00
  4.7398481E+00  1.2933279E+00
  4.7399430E+00  1.2883620E+00
  4.7400379E+00  1.2589182E+00
  4.7401328E+00  1.2801603E+00
  4.7402272E+00  1.2798237E+00
  4.7403221E+00  1.2742999E+00
  4.7404170E+00  1.3082458E+00
  4.7405119E+00  1.2913889E+00
  4.7406068E+00  1.3127719E+00
  4.7407017E+00  1.3071508E+00
  4.7407961E+00  1.3259187E+00
  4.7408910E+00  1.3014725E+00
  4.7409859E+00  1.2894143E+00
  4.7410808E+00  1.3396178E+00
  4.7411757E+00  1.3338950E+00
  4.7412705E+00  1.3518431E+00
  4.7413654E+00  1.3561724E+00
  4.7414598E+00  1.3905265E+00
  4.7415547E+00  1.4357033E+00
  4.7416496E+00  1.4785650E+00
  4.7417445E+00  1.4650811E+00
  4.7418394E+00  1.3970323E+00
  4.7419343E+00  1.3807341E+00
  4.7420292E+00  1.3500105E+00
  4.7421241E+00  1.3250899E+00
  4.7422185E+00  1.3364208E+00
  4.7423134E+00  1.3311132E+00
  4.7424083E+00  1.3406538E+00
  4.7425032E+00  1.3746281E+00
  4.7425981E+00  1.3586347E+00
  4.7426929E+00  1.3677025E+00
  4.7427878E+00  1.3520244E+00
  4.7428827E+00  1.3188316E+00
  4.7429776E+00  1.3127892E+00
  4.7430725E+00  1.3044759E+00
  4.7431674E+00  1.3120933E+00
  4.7432623E+00  1.3055264E+00
  4.7433572E+00  1.2877301E+00
  4.7434521E+00  1.2971920E+00
  4.7435465E+00  1.2935950E+00
  4.7436414E+00  1.2616386E+00
  4.7437363E+00  1.2869632E+00
  4.7438312E+00  1.2775631E+00
  4.7439260E+00  1.2716132E+00
  4.7440209E+00  1.2744300E+00
  4.7441158E+00  1.2753493E+00
  4.7442107E+00  1.2693799E+00
  4.7443056E+00  1.2681586E+00
  4.7444005E+00  1.2910547E+00
  4.7444954E+00  1.2955925E+00
  4.7445903E+00  1.2920789E+00
  4.7446852E+00  1.3200732E+00
  4.7447801E+00  1.3282461E+00
  4.7448750E+00  1.3300191E+00
  4.7449698E+00           -NaN
  4.7450647E+00           -NaN
  4.7451596E+00           -NaN
  4.7452545E+00  1.9332232E+00
  4.7453494E+00  2.2687116E+00
  4.7454443E+00  2.8411851E+00
  4.7455392E+00  3.3142536E+00
  4.7456341E+00  3.0367997E+00
  4.7457294E+00  2.3321514E+00
  4.7458243E+00  1.8852345E+00
  4.7459192E+00  1.6378999E+00
  4.7460141E+00  1.5080097E+00
  4.7461090E+00  1.4184215E+00
  4.7462039E+00  1.3270479E+00
  4.7462988E+00  1.3279494E+00
  4.7463937E+00  1.3228543E+00
  4.7464886E+00  1.3187684E+00
  4.7465835E+00  1.3470005E+00
  4.7466784E+00  1.3986518E+00
  4.7467732E+00  1.4108294E+00
  4.7468681E+00  1.3532094E+00
  4.7469630E+00  1.3166604E+00
  4.7470584E+00  1.3145051E+00
  4.7471533E+00  1.2920686E+00
  4.7472482E+00  1.2860618E+00
  4.7473431E+00  1.2862940E+00
  4.7474380E+00  1.3019049E+00
  4.7475328E+00  1.2890179E+00
  4.7476277E+00  1.3064178E+00
  4.7477226E+00  1.3031527E+00
  4.7478180E+00  1.3069608E+00
  4.7479129E+00  1.2998689E+00
  4.7480078E+00  1.2964344E+00
  4.7481027E+00  1.2977126E+00
  4.7481976E+00  1.3027114E+00
  4.7482924E+00  1.3146341E+00
  4.7483873E+00  1.3302008E+00
  4.7484827E+00  1.3431802E+00
  4.7485776E+00  1.3167022E+00
  4.7486725E+00  1.3021928E+00
  4.7487674E+00  1.2995466E+00
  4.7488623E+00  1.3159679E+00
  4.7489572E+00  1.2965454E+00
  4.7490525E+00  1.2752404E+00
  4.7491474E+00  1.2788757E+00
  4.7492423E+00  1.2749573E+00
  4.7493372E+00  1.2586641E+00
  4.7494321E+00  1.2759749E+00
  4.7495275E+00  1.2868555E+00
  4.7496223E+00  1.2900851E+00
  4.7497172E+00  1.3013413E+00
  4.7498121E+00  1.2810801E+00
  4.7499075E+00  1.2993699E+00
  4.7500024E+00  1.3245192E+00
  4.7500973E+00  1.3487458E+00
  4.7501922E+00  1.3870142E+00
  4.7502871E+00  1.4702122E+00
  4.7503824E+00  1.5524340E+00
  4.7504773E+00  1.5659558E+00
  4.7505722E+00  1.5186013E+00
  4.7506671E+00  1.4483278E+00
  4.7507625E+00  1.4075917E+00
  4.7508574E+00  1.3779199E+00
  4.7509522E+00  1.3450062E+00
  4.7510471E+00  1.3384830E+00
  4.7511425E+00  1.3109922E+00
  4.7512374E+00  1.2986892E+00
  4.7513323E+00  1.3102707E+00
  4.7514277E+00  1.3066919E+00
  4.7515225E+00  1.2933607E+00
  4.7516174E+00  1.2961185E+00
  4.7517123E+00  1.3278005E+00
  4.7518077E+00  1.3184160E+00
  4.7519026E+00  1.3051002E+00
  4.7519975E+00  1.3125837E+00
  4.7520928E+00  1.2951940E+00
  4.7521877E+00  1.2919943E+00
  4.7522826E+00  1.2979084E+00
  4.7523780E+00  1.2809901E+00
  4.7524729E+00  1.3127263E+00
  4.7525678E+00  1.3229830E+00
  4.7526631E+00  1.3143830E+00
  4.7527580E+00  1.2902551E+00
  4.7528529E+00  1.2847600E+00
  4.7529483E+00  1.2851712E+00
  4.7530432E+00  1.2780837E+00
  4.7531381E+00  1.2654306E+00
  4.7532334E+00  1.2654136E+00
  4.7533283E+00  1.2906646E+00
  4.7534237E+00  1.2869347E+00
  4.7535186E+00  1.2627960E+00
  4.7536135E+00  1.2753160E+00
  4.7537088E+00  1.2839823E+00
  4.7538037E+00  1.2791148E+00
  4.7538986E+00  1.2883010E+00
  4.7539940E+00  1.2824117E+00
  4.7540889E+00  1.2429270E+00
  4.7541842E+00  1.2664343E+00
  4.7542791E+00  1.2968963E+00
  4.7543740E+00  1.4007599E+00
  4.7544694E+00           -NaN
  4.7545643E+00  1.7099056E+00
  4.7546597E+00  1.9827050E+00
  4.7547545E+00  2.5028358E+00
  4.7548499E+00  3.1767211E+00
  4.7549448E+00  3.3716242E+00
  4.7550397E+00  2.8308964E+00
  4.7551351E+00  2.1512799E+00
  4.7552299E+00  1.7480197E+00
  4.7553253E+00  1.5394667E+00
  4.7554202E+00  1.4333830E+00
  4.7555156E+00  1.3808450E+00
  4.7556105E+00  1.3670392E+00
  4.7557058E+00  1.3669405E+00
  4.7558007E+00  1.3508381E+00
  4.7558961E+00  1.3385367E+00
  4.7559910E+00  1.3446873E+00
  4.7560859E+00  1.3104051E+00
  4.7561812E+00  1.2848992E+00
  4.7562761E+00  1.2855668E+00
  4.7563715E+00  1.2895496E+00
  4.7564664E+00  1.2908984E+00
  4.7565618E+00  1.2830591E+00
  4.7566566E+00  1.2699549E+00
  4.7567520E+00  1.2652819E+00
  4.7568469E+00  1.2763376E+00
  4.7569423E+00  1.2693682E+00
  4.7570372E+00  1.2656652E+00
  4.7571325E+00  1.2725232E+00
  4.7572279E+00  1.2833958E+00
  4.7573228E+00  1.2914485E+00
  4.7574182E+00  1.3044746E+00
  4.7575130E+00  1.2976434E+00
  4.7576084E+00  1.2983966E+00
  4.7577033E+00  1.3079786E+00
  4.7577987E+00  1.2787461E+00
  4.7578936E+00  1.2630290E+00
  4.7579889E+00  1.2656640E+00
  4.7580838E+00  1.2741473E+00
  4.7581792E+00  1.2796452E+00
  4.7582746E+00  1.2513897E+00
  4.7583694E+00  1.2991836E+00
  4.7584648E+00  1.3096067E+00
  4.7585597E+00  1.3032460E+00
  4.7586551E+00  1.3125980E+00
  4.7587504E+00  1.3321264E+00
  4.7588453E+00  1.3476286E+00
  4.7589407E+00  1.3912430E+00
  4.7590356E+00  1.4397395E+00
  4.7591310E+00  1.4971105E+00
  4.7592263E+00  1.5729059E+00
  4.7593212E+00  1.5578513E+00
  4.7594166E+00  1.5000514E+00
  4.7595115E+00  1.4392613E+00
  4.7596068E+00  1.3748289E+00
  4.7597022E+00  1.3435446E+00
  4.7597971E+00  1.3230231E+00
  4.7598925E+00  1.2979918E+00
  4.7599878E+00  1.2835895E+00
  4.7600827E+00  1.2801933E+00
  4.7601781E+00  1.2793338E+00
  4.7602735E+00  1.2704681E+00
  4.7603683E+00  1.2901236E+00
  4.7604637E+00  1.2929485E+00
  4.7605591E+00  1.3065232E+00
  4.7606540E+00  1.3168464E+00
  4.7607493E+00  1.3275669E+00
  4.7608447E+00  1.2622480E+00
  4.7609396E+00  1.2352908E+00
  4.7610350E+00  1.2186700E+00
  4.7611303E+00  1.2632145E+00
  4.7612252E+00  1.2796974E+00
  4.7613206E+00  1.3009059E+00
  4.7614160E+00  1.2911060E+00
  4.7615108E+00  1.2872318E+00
  4.7616062E+00  1.2855029E+00
  4.7617016E+00  1.2964286E+00
  4.7617970E+00  1.2712178E+00
  4.7618918E+00  1.2758204E+00
  4.7619872E+00  1.2803253E+00
  4.7620826E+00  1.2739776E+00
  4.7621779E+00  1.2435489E+00
  4.7622728E+00  1.2624322E+00
  4.7623682E+00  1.2839041E+00
  4.7624636E+00  1.2969743E+00
  4.7625589E+00  1.3193510E+00
  4.7626538E+00  1.2988096E+00
  4.7627492E+00  1.2771044E+00
  4.7628446E+00  1.2955447E+00
  4.7629399E+00  1.3550180E+00
  4.7630348E+00  1.3619609E+00
  4.7631302E+00  1.2865077E+00
  4.7632256E+00  1.2986606E+00
  4.7633209E+00  1.3121333E+00
  4.7634158E+00  1.3051764E+00
  4.7635112E+00  1.3257626E+00
  4.7636065E+00  1.3180299E+00
  4.7637019E+00  1.3592427E+00
  4.7637973E+00  1.4649740E+00
  4.7638922E+00           -NaN
  4.7639875E+00           -NaN
  4.7640829E+00  1.7857027E+00
  4.7641783E+00  2.0417721E+00
  4.7642736E+00  2.5980418E+00
  4.7643690E+00  3.2272928E+00
  4.7644639E+00  3.2031651E+00
  4.7645593E+00  2.5581717E+00
  4.7646546E+00  1.9955624E+00
  4.7647500E+00  1.6877130E+00
  4.7648454E+00  1.5148849E+00
  4.7649407E+00  1.4239579E+00
  4.7650356E+00  1.3626307E+00
  4.7651310E+00  1.3193257E+00
  4.7652264E+00  1.3082107E+00
  4.7653217E+00  1.3040683E+00
  4.7654171E+00  1.2828014E+00
  4.7655125E+00  1.2910324E+00
  4.7656078E+00  1.3040744E+00
  4.7657032E+00  1.2670851E+00
  4.7657981E+00  1.2801154E+00
  4.7658935E+00  1.2940621E+00
  4.7659888E+00  1.2960713E+00
  4.7660842E+00  1.2950207E+00
  4.7661796E+00  1.3127966E+00
  4.7662749E+00  1.3042479E+00
  4.7663703E+00  1.2795572E+00
  4.7664657E+00  1.2867695E+00
  4.7665610E+00  1.2802866E+00
  4.7666564E+00  1.2667689E+00
  4.7667518E+00  1.2849596E+00
  4.7668467E+00  1.2714523E+00
  4.7669420E+00  1.2879466E+00
  4.7670374E+00  1.2915410E+00
  4.7671328E+00  1.3036956E+00
  4.7672281E+00  1.3113669E+00
  4.7673235E+00  1.2810128E+00
  4.7674189E+00  1.2987938E+00
  4.7675142E+00  1.2785807E+00
  4.7676096E+00  1.2911307E+00
  4.7677050E+00  1.3473343E+00
  4.7678003E+00  1.3474295E+00
  4.7678957E+00  1.3441273E+00
  4.7679911E+00  1.4268937E+00
  4.7680864E+00  1.4886696E+00
  4.7681818E+00  1.5776639E+00
  4.7682772E+00  1.6020607E+00
  4.7683725E+00  1.5105145E+00
  4.7684679E+00  1.4312189E+00
  4.7685633E+00  1.3812462E+00
  4.7686586E+00  1.3411679E+00
  4.7687540E+00  1.2791228E+00
  4.7688494E+00  1.3128580E+00
  4.7689447E+00  1.2928381E+00
  4.7690401E+00  1.2834702E+00
  4.7691355E+00  1.2825536E+00
  4.7692308E+00  1.2885649E+00
  4.7693262E+00  1.2819624E+00
  4.7694216E+00  1.2621113E+00
  4.7695169E+00  1.2576693E+00
  4.7696123E+00  1.2543422E+00
  4.7697077E+00  1.2671362E+00
  4.7698030E+00  1.2477614E+00
  4.7698984E+00  1.2639740E+00
  4.7699938E+00  1.2597440E+00
  4.7700896E+00  1.2545006E+00
  4.7701850E+00  1.2698704E+00
  4.7702804E+00  1.2822368E+00
  4.7703757E+00  1.2778668E+00
  4.7704711E+00  1.2472783E+00
  4.7705665E+00  1.2820507E+00
  4.7706618E+00  1.2790534E+00
  4.7707572E+00  1.2834839E+00
  4.7708526E+00  1.2968833E+00
  4.7709479E+00  1.2994874E+00
  4.7710433E+00  1.3040283E+00
  4.7711391E+00  1.3039120E+00
  4.7712345E+00  1.3035452E+00
  4.7713299E+00  1.2940054E+00
  4.7714252E+00  1.2869748E+00
  4.7715206E+00  1.2788733E+00
  4.7716160E+00  1.2612517E+00
  4.7717113E+00  1.2751050E+00
  4.7718067E+00  1.2901319E+00
  4.7719026E+00  1.2784619E+00
  4.7719979E+00  1.2653370E+00
  4.7720933E+00  1.2786853E+00
  4.7721887E+00  1.2808002E+00
  4.7722840E+00  1.2711700E+00
  4.7723794E+00  1.2581642E+00
  4.7724752E+00  1.2704647E+00
  4.7725706E+00  1.2701601E+00
  4.7726660E+00  1.2810187E+00
  4.7727613E+00  1.2866626E+00
  4.7728567E+00  1.3076236E+00
  4.7729521E+00  1.3078541E+00
  4.7730479E+00  1.3046329E+00
  4.7731433E+00  1.3339944E+00
  4.7732387E+00  1.3487227E+00
  4.7733340E+00  1.3677450E+00
  4.7734294E+00           -NaN
  4.7735252E+00           -NaN
  4.7736206E+00  1.5084124E+00
  4.7737160E+00  1.7071257E+00
  4.7738113E+00  2.1236372E+00
  4.7739072E+00  2.7336981E+00
  4.7740026E+00  3.3076849E+00
  4.7740979E+00  3.1703176E+00
  4.7741933E+00  2.5251856E+00
  4.7742891E+00  1.9651129E+00
  4.7743845E+00  1.6331095E+00
  4.7744799E+00  1.4872764E+00
  4.7745752E+00  1.3802059E+00
  4.7746711E+00  1.2979692E+00
  4.7747664E+00  1.2859643E+00
  4.7748618E+00  1.2735547E+00
  4.7749572E+00  1.2684293E+00
  4.7750530E+00  1.2836061E+00
  4.7751484E+00  1.3041177E+00
  4.7752438E+00  1.3157152E+00
  4.7753391E+00  1.2985640E+00
  4.7754350E+00  1.2827307E+00
  4.7755303E+00  1.2814951E+00
  4.7756257E+00  1.2816238E+00
  4.7757215E+00  1.2681186E+00
  4.7758169E+00  1.2870052E+00
  4.7759123E+00  1.3152618E+00
  4.7760081E+00  1.3111696E+00
  4.7761035E+00  1.2866266E+00
  4.7761989E+00  1.2860805E+00
  4.7762947E+00  1.2712359E+00
  4.7763901E+00  1.3240075E+00
  4.7764854E+00  1.3103354E+00
  4.7765813E+00  1.2935604E+00
  4.7766767E+00           -NaN
  4.7767720E+00           -NaN
  4.7768679E+00           -NaN
  4.7769632E+00           -NaN
  4.7770586E+00  1.3310981E+00
  4.7771544E+00  1.4487555E+00
  4.7772498E+00  1.5505519E+00
  4.7773452E+00  1.6551402E+00
  4.7774410E+00  1.5785109E+00
  4.7775364E+00  1.4979377E+00
  4.7776322E+00  1.4180261E+00
  4.7777276E+00  1.3840505E+00
  4.7778230E+00  1.3523452E+00
  4.7779188E+00  1.2808064E+00
  4.7780142E+00  1.2753212E+00
  4.7781100E+00  1.2950584E+00
  4.7782054E+00  1.3131742E+00
  4.7783008E+00  1.2997149E+00
  4.7783966E+00  1.2887757E+00
  4.7784920E+00  1.2673180E+00
  4.7785878E+00  1.2564880E+00
  4.7786832E+00  1.2634263E+00
  4.7787790E+00  1.2780312E+00
  4.7788744E+00  1.2889344E+00
  4.7789698E+00  1.2963824E+00
  4.7790656E+00  1.2923844E+00
  4.7791610E+00  1.2836599E+00
  4.7792568E+00  1.3010135E+00
  4.7793522E+00  1.2881862E+00
  4.7794480E+00  1.2866268E+00
  4.7795434E+00  1.3078343E+00
  4.7796392E+00  1.3158633E+00
  4.7797346E+00  1.3157283E+00
