        4635           2          20
Tue Dec 16 18:49:09 2008
nirspec_fztau_glue.dat

Full Nirspec spectrum of fztau, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
done

Included data files, index, atm. transm cutoff, scale factor:
fztau_coice_dec08.dat 1 0.700000 1.00785
fztau_coice+_dec08.dat 1 0.700000 1.04816
fztau_cop_dec08.dat 2 0.700000 0.993951
fztau_cop+_dec08.dat 2 0.700000 1.01383

     Wavelength     Flux
         um          Jy
 
  4.7165451E+00  1.2781838E+00
  4.7166390E+00  1.2388504E+00
  4.7167335E+00  1.2465304E+00
  4.7168279E+00  1.2549984E+00
  4.7169223E+00  1.2493532E+00
  4.7170167E+00  1.2705956E+00
  4.7171111E+00  1.3203304E+00
  4.7172055E+00  1.3111261E+00
  4.7172995E+00  1.3610736E+00
  4.7173939E+00  1.4558074E+00
  4.7174883E+00           -NaN
  4.7175827E+00           -NaN
  4.7176771E+00           -NaN
  4.7177715E+00           -NaN
  4.7178659E+00           -NaN
  4.7179599E+00           -NaN
  4.7180543E+00  1.9847821E+00
  4.7181487E+00  1.8943212E+00
  4.7182431E+00  1.7454443E+00
  4.7183375E+00  1.6200815E+00
  4.7184319E+00           -NaN
  4.7185264E+00           -NaN
  4.7186208E+00  1.4292125E+00
  4.7187152E+00  1.4154614E+00
  4.7188096E+00  1.3947728E+00
  4.7189040E+00  1.3873256E+00
  4.7189980E+00  1.3246065E+00
  4.7190924E+00  1.2905265E+00
  4.7191868E+00  1.3229550E+00
  4.7192812E+00  1.3200351E+00
  4.7193756E+00  1.2999872E+00
  4.7194700E+00  1.3189309E+00
  4.7195644E+00  1.3102622E+00
  4.7196589E+00  1.2913780E+00
  4.7197533E+00  1.2202437E+00
  4.7198477E+00  1.2342978E+00
  4.7199421E+00  1.2595959E+00
  4.7200365E+00  1.2859106E+00
  4.7201309E+00  1.2826260E+00
  4.7202253E+00  1.2516422E+00
  4.7203197E+00  1.2583593E+00
  4.7204142E+00  1.2532786E+00
  4.7205086E+00  1.2703995E+00
  4.7206030E+00  1.2453414E+00
  4.7206974E+00  1.2775997E+00
  4.7207918E+00  1.2711285E+00
  4.7208862E+00  1.2487086E+00
  4.7209806E+00  1.2283026E+00
  4.7210751E+00  1.2637047E+00
  4.7211695E+00  1.2711886E+00
  4.7212639E+00  1.2169632E+00
  4.7213583E+00           -NaN
  4.7214527E+00  1.1963469E+00
  4.7215471E+00  1.2282454E+00
  4.7216415E+00  1.2273831E+00
  4.7217360E+00  1.2416812E+00
  4.7218304E+00  1.2613934E+00
  4.7219248E+00  1.2699292E+00
  4.7220192E+00  1.2690525E+00
  4.7221136E+00  1.2348641E+00
  4.7222080E+00  1.2341607E+00
  4.7223024E+00           -NaN
  4.7223969E+00  1.2598058E+00
  4.7224913E+00  1.2530522E+00
  4.7225862E+00  1.2409501E+00
  4.7226806E+00  1.2687598E+00
  4.7227750E+00  1.2786938E+00
  4.7228694E+00  1.2946537E+00
  4.7229638E+00  1.3156563E+00
  4.7230582E+00  1.3420841E+00
  4.7231526E+00  1.3428991E+00
  4.7232471E+00  1.2834212E+00
  4.7233415E+00  1.2726713E+00
  4.7234359E+00  1.2736847E+00
  4.7235303E+00  1.2802911E+00
  4.7236252E+00  1.2605119E+00
  4.7237196E+00  1.2580533E+00
  4.7238140E+00  1.2713304E+00
  4.7239084E+00  1.2658328E+00
  4.7240028E+00  1.2417198E+00
  4.7240973E+00  1.2493198E+00
  4.7241917E+00  1.2821097E+00
  4.7242866E+00  1.2712686E+00
  4.7243810E+00  1.2757303E+00
  4.7244754E+00  1.2631127E+00
  4.7245698E+00  1.2776152E+00
  4.7246642E+00  1.2513462E+00
  4.7247586E+00  1.2230855E+00
  4.7248535E+00  1.2236305E+00
  4.7249479E+00  1.2182610E+00
  4.7250423E+00           -NaN
  4.7251368E+00           -NaN
  4.7252312E+00           -NaN
  4.7253256E+00           -NaN
  4.7254205E+00           -NaN
  4.7255149E+00  1.3213392E+00
  4.7256093E+00  1.2799622E+00
  4.7257037E+00  1.3084602E+00
  4.7257981E+00  1.2919525E+00
  4.7258930E+00  1.2593952E+00
  4.7259874E+00  1.2872924E+00
  4.7260818E+00  1.3216275E+00
  4.7261763E+00  1.3637011E+00
  4.7262712E+00  1.3907756E+00
  4.7263656E+00  1.4367419E+00
  4.7264600E+00           -NaN
  4.7265544E+00           -NaN
  4.7266493E+00           -NaN
  4.7267437E+00           -NaN
  4.7268381E+00           -NaN
  4.7269325E+00           -NaN
  4.7270274E+00  2.5788252E+00
  4.7271218E+00  2.3882875E+00
  4.7272162E+00  2.1219578E+00
  4.7273107E+00           -NaN
  4.7274055E+00           -NaN
  4.7275000E+00           -NaN
  4.7275944E+00           -NaN
  4.7276888E+00           -NaN
  4.7277837E+00           -NaN
  4.7278781E+00           -NaN
  4.7279725E+00           -NaN
  4.7280674E+00           -NaN
  4.7281618E+00           -NaN
  4.7282562E+00           -NaN
  4.7283511E+00           -NaN
  4.7284455E+00           -NaN
  4.7285399E+00           -NaN
  4.7286348E+00           -NaN
  4.7287292E+00           -NaN
  4.7288237E+00           -NaN
  4.7289186E+00           -NaN
  4.7290130E+00           -NaN
  4.7291074E+00           -NaN
  4.7292023E+00           -NaN
  4.7292967E+00           -NaN
  4.7293911E+00           -NaN
  4.7294860E+00           -NaN
  4.7295804E+00           -NaN
  4.7296748E+00  1.2993444E+00
  4.7297697E+00  1.3195374E+00
  4.7298641E+00  1.3252444E+00
  4.7299590E+00  1.3010163E+00
  4.7300534E+00  1.2755963E+00
  4.7301478E+00  1.2709779E+00
  4.7302427E+00  1.2806017E+00
  4.7303371E+00  1.2664570E+00
  4.7304320E+00  1.2509094E+00
  4.7305264E+00  1.2904246E+00
  4.7306209E+00  1.3348173E+00
  4.7307158E+00  1.3309835E+00
  4.7308102E+00  1.3400224E+00
  4.7309051E+00  1.3479511E+00
  4.7309995E+00  1.3095671E+00
  4.7310944E+00  1.2996724E+00
  4.7311888E+00  1.2670169E+00
  4.7312832E+00  1.2740376E+00
  4.7313781E+00  1.2717482E+00
  4.7314725E+00  1.2311177E+00
  4.7315674E+00  1.2454461E+00
  4.7316618E+00  1.2438464E+00
  4.7317567E+00  1.2478588E+00
  4.7318511E+00  1.2353991E+00
  4.7319460E+00  1.2427911E+00
  4.7320404E+00  1.2600890E+00
  4.7321353E+00  1.2646217E+00
  4.7322297E+00  1.2649494E+00
  4.7323246E+00  1.2762463E+00
  4.7324190E+00  1.2860930E+00
  4.7325139E+00  1.2847756E+00
  4.7326083E+00  1.2782121E+00
  4.7327032E+00  1.3002647E+00
  4.7327976E+00  1.3359476E+00
  4.7328925E+00  1.3496344E+00
  4.7329869E+00  1.3506186E+00
  4.7330818E+00  1.3239193E+00
  4.7331762E+00  1.3141297E+00
  4.7332711E+00  1.3266833E+00
  4.7333655E+00  1.2963558E+00
  4.7334604E+00  1.2982601E+00
  4.7335548E+00  1.2888571E+00
  4.7336497E+00  1.2876178E+00
  4.7337441E+00  1.2870002E+00
  4.7338390E+00  1.2955774E+00
  4.7339334E+00  1.2894502E+00
  4.7340283E+00  1.2954172E+00
  4.7341232E+00  1.2945710E+00
  4.7342176E+00  1.3066326E+00
  4.7343125E+00  1.3195764E+00
  4.7344069E+00  1.3073980E+00
  4.7345018E+00  1.3122257E+00
  4.7345963E+00  1.3122824E+00
  4.7346911E+00  1.3001999E+00
  4.7347860E+00  1.3167537E+00
  4.7348804E+00  1.3433222E+00
  4.7349753E+00  1.3241421E+00
  4.7350698E+00  1.3009378E+00
  4.7351646E+00  1.3075663E+00
  4.7352595E+00  1.3192658E+00
  4.7353539E+00  1.3117281E+00
  4.7354488E+00  1.3346535E+00
  4.7355433E+00  1.4172416E+00
  4.7356381E+00  1.5664659E+00
  4.7357330E+00           -NaN
  4.7358274E+00           -NaN
  4.7359223E+00           -NaN
  4.7360172E+00           -NaN
  4.7361116E+00  2.5916812E+00
  4.7362065E+00  2.6036751E+00
  4.7363009E+00  2.3360777E+00
  4.7363958E+00  2.0226412E+00
  4.7364907E+00  1.7768972E+00
  4.7365851E+00  1.5910609E+00
  4.7366800E+00  1.4862370E+00
  4.7367749E+00  1.4062868E+00
  4.7368693E+00  1.3384855E+00
  4.7369642E+00  1.2980943E+00
  4.7370591E+00  1.2586495E+00
  4.7371540E+00  1.2468606E+00
  4.7372484E+00  1.2531973E+00
  4.7373433E+00  1.2502025E+00
  4.7374382E+00  1.2468671E+00
  4.7375326E+00  1.2600763E+00
  4.7376275E+00  1.2464180E+00
  4.7377224E+00  1.2549332E+00
  4.7378168E+00  1.2634100E+00
  4.7379117E+00  1.2305404E+00
  4.7380066E+00  1.2492659E+00
  4.7381015E+00  1.2761526E+00
  4.7381959E+00  1.2605236E+00
  4.7382908E+00  1.2627978E+00
  4.7383857E+00  1.2570299E+00
  4.7384806E+00  1.3088357E+00
  4.7385750E+00  1.3490231E+00
  4.7386699E+00  1.3256510E+00
  4.7387648E+00           -NaN
  4.7388597E+00  1.2779837E+00
  4.7389541E+00  1.2626659E+00
  4.7390490E+00  1.2557298E+00
  4.7391438E+00  1.2646763E+00
  4.7392387E+00  1.2708021E+00
  4.7393332E+00  1.2685858E+00
  4.7394280E+00  1.2460332E+00
  4.7395229E+00  1.2595705E+00
  4.7396178E+00  1.2872407E+00
  4.7397127E+00  1.3081182E+00
  4.7398071E+00  1.2703725E+00
  4.7399020E+00  1.2455320E+00
  4.7399969E+00  1.2371097E+00
  4.7400918E+00  1.2712183E+00
  4.7401867E+00  1.2732956E+00
  4.7402811E+00  1.2818004E+00
  4.7403760E+00  1.2954786E+00
  4.7404709E+00  1.2800333E+00
  4.7405658E+00  1.2693777E+00
  4.7406607E+00  1.2867571E+00
  4.7407556E+00  1.3319443E+00
  4.7408500E+00  1.3296878E+00
  4.7409449E+00  1.2989368E+00
  4.7410398E+00  1.2878916E+00
  4.7411346E+00  1.3089179E+00
  4.7412295E+00  1.3351699E+00
  4.7413244E+00  1.3821666E+00
  4.7414193E+00  1.3956902E+00
  4.7415137E+00  1.4266369E+00
  4.7416086E+00  1.4289373E+00
  4.7417035E+00  1.4199758E+00
  4.7417984E+00  1.3939126E+00
  4.7418933E+00  1.3588176E+00
  4.7419882E+00  1.3455731E+00
  4.7420831E+00  1.3144323E+00
  4.7421780E+00  1.3386550E+00
  4.7422724E+00  1.3237106E+00
  4.7423673E+00  1.2985708E+00
  4.7424622E+00  1.3160188E+00
  4.7425570E+00  1.3169498E+00
  4.7426519E+00  1.2994866E+00
  4.7427468E+00  1.3084871E+00
  4.7428417E+00  1.3339419E+00
  4.7429366E+00  1.3225021E+00
  4.7430315E+00  1.2937002E+00
  4.7431264E+00  1.2753388E+00
  4.7432213E+00  1.2427690E+00
  4.7433162E+00  1.2568904E+00
  4.7434111E+00  1.2729710E+00
  4.7435060E+00  1.2472658E+00
  4.7436008E+00  1.2568189E+00
  4.7436953E+00  1.2547300E+00
  4.7437901E+00  1.2696213E+00
  4.7438850E+00  1.2738166E+00
  4.7439799E+00  1.2633504E+00
  4.7440748E+00  1.2489870E+00
  4.7441697E+00  1.2419626E+00
  4.7442646E+00  1.2733778E+00
  4.7443595E+00  1.2767078E+00
  4.7444544E+00  1.2654624E+00
  4.7445493E+00  1.2405918E+00
  4.7446442E+00           -NaN
  4.7447391E+00           -NaN
  4.7448339E+00           -NaN
  4.7449288E+00           -NaN
  4.7450237E+00           -NaN
  4.7451186E+00           -NaN
  4.7452135E+00           -NaN
  4.7453084E+00           -NaN
  4.7454033E+00           -NaN
  4.7454982E+00           -NaN
  4.7455935E+00           -NaN
  4.7456884E+00           -NaN
  4.7457833E+00           -NaN
  4.7458782E+00  1.5409135E+00
  4.7459731E+00  1.4767364E+00
  4.7460680E+00  1.4088542E+00
  4.7461629E+00  1.3894725E+00
  4.7462578E+00  1.2977113E+00
  4.7463527E+00  1.2919811E+00
  4.7464476E+00  1.3119884E+00
  4.7465425E+00  1.2760237E+00
  4.7466373E+00  1.2010072E+00
  4.7467322E+00  1.2552285E+00
  4.7468271E+00  1.3101773E+00
  4.7469225E+00  1.2823260E+00
  4.7470174E+00  1.2731576E+00
  4.7471123E+00  1.2849991E+00
  4.7472072E+00           -NaN
  4.7473021E+00           -NaN
  4.7473969E+00           -NaN
  4.7474918E+00           -NaN
  4.7475867E+00           -NaN
  4.7476816E+00           -NaN
  4.7477770E+00           -NaN
  4.7478719E+00  1.2504052E+00
  4.7479668E+00  1.2582670E+00
  4.7480617E+00  1.2743677E+00
  4.7481565E+00  1.2480726E+00
  4.7482514E+00  1.2456564E+00
  4.7483463E+00  1.2425308E+00
  4.7484417E+00  1.2842653E+00
  4.7485366E+00  1.2837511E+00
  4.7486315E+00  1.2591377E+00
  4.7487264E+00  1.2724011E+00
  4.7488213E+00           -NaN
  4.7489161E+00  1.2269170E+00
  4.7490115E+00  1.2164849E+00
  4.7491064E+00  1.2545810E+00
  4.7492013E+00  1.2224187E+00
  4.7492962E+00  1.2111475E+00
  4.7493911E+00  1.2201681E+00
  4.7494864E+00  1.2573978E+00
  4.7495813E+00  1.2627175E+00
  4.7496762E+00  1.2603492E+00
  4.7497711E+00  1.2835746E+00
  4.7498660E+00  1.2860382E+00
  4.7499614E+00  1.3187646E+00
  4.7500563E+00  1.3820174E+00
  4.7501512E+00  1.4237434E+00
  4.7502460E+00  1.4583831E+00
  4.7503414E+00  1.4739341E+00
  4.7504363E+00  1.4543855E+00
  4.7505312E+00  1.4476526E+00
  4.7506261E+00  1.3850000E+00
  4.7507215E+00  1.3444306E+00
  4.7508163E+00  1.3348774E+00
  4.7509112E+00  1.3224128E+00
  4.7510061E+00  1.2969484E+00
  4.7511015E+00  1.2962748E+00
  4.7511964E+00  1.2700105E+00
  4.7512913E+00  1.2558248E+00
  4.7513866E+00  1.2516506E+00
  4.7514815E+00  1.2282646E+00
  4.7515764E+00  1.2496890E+00
  4.7516713E+00  1.2691138E+00
  4.7517667E+00  1.2722087E+00
  4.7518616E+00  1.2633995E+00
  4.7519565E+00  1.2308248E+00
  4.7520518E+00  1.2615899E+00
  4.7521467E+00  1.2759457E+00
  4.7522416E+00  1.2971932E+00
  4.7523370E+00  1.2658890E+00
  4.7524319E+00  1.2283007E+00
  4.7525268E+00  1.2378861E+00
  4.7526221E+00  1.2731673E+00
  4.7527170E+00  1.2998868E+00
  4.7528119E+00  1.2775470E+00
  4.7529073E+00  1.2174687E+00
  4.7530022E+00  1.2137423E+00
  4.7530971E+00  1.2325974E+00
  4.7531924E+00  1.2371622E+00
  4.7532873E+00  1.2578119E+00
  4.7533822E+00  1.2430044E+00
  4.7534776E+00  1.2723612E+00
  4.7535725E+00  1.2512331E+00
  4.7536678E+00  1.2617204E+00
  4.7537627E+00  1.2719276E+00
  4.7538576E+00  1.2950275E+00
  4.7539530E+00  1.3511813E+00
  4.7540479E+00  1.4582804E+00
  4.7541432E+00           -NaN
  4.7542381E+00           -NaN
  4.7543330E+00           -NaN
  4.7544284E+00           -NaN
  4.7545233E+00           -NaN
  4.7546186E+00           -NaN
  4.7547135E+00  2.3979428E+00
  4.7548084E+00  2.5425355E+00
  4.7549038E+00  2.4327750E+00
  4.7549987E+00  2.1783111E+00
  4.7550941E+00  1.8965839E+00
  4.7551889E+00  1.6888101E+00
  4.7552843E+00  1.5426059E+00
  4.7553792E+00  1.4389977E+00
  4.7554746E+00  1.3974843E+00
  4.7555695E+00  1.3787210E+00
  4.7556643E+00  1.3339602E+00
  4.7557597E+00  1.3062891E+00
  4.7558546E+00  1.3140452E+00
  4.7559500E+00  1.3352787E+00
  4.7560449E+00  1.3186566E+00
  4.7561402E+00  1.2753119E+00
  4.7562351E+00  1.2833955E+00
  4.7563305E+00  1.2593827E+00
  4.7564254E+00  1.2387952E+00
  4.7565207E+00  1.2522146E+00
  4.7566156E+00  1.2517226E+00
  4.7567110E+00  1.2219725E+00
  4.7568059E+00  1.2421159E+00
  4.7569013E+00  1.2531388E+00
  4.7569962E+00  1.2535106E+00
  4.7570915E+00  1.2680011E+00
  4.7571864E+00  1.2532800E+00
  4.7572818E+00  1.2557186E+00
  4.7573767E+00  1.2740549E+00
  4.7574720E+00  1.2927041E+00
  4.7575674E+00  1.2778637E+00
  4.7576623E+00  1.2670461E+00
  4.7577577E+00  1.2573100E+00
  4.7578526E+00  1.2432396E+00
  4.7579479E+00  1.2386158E+00
  4.7580428E+00  1.2556654E+00
  4.7581382E+00  1.2422147E+00
  4.7582331E+00  1.2361109E+00
  4.7583284E+00  1.2428075E+00
  4.7584238E+00  1.2933886E+00
  4.7585187E+00  1.2870505E+00
  4.7586141E+00  1.3064457E+00
  4.7587090E+00  1.3450705E+00
  4.7588043E+00  1.3951291E+00
  4.7588997E+00  1.4204221E+00
  4.7589946E+00  1.4771135E+00
  4.7590899E+00  1.5202115E+00
  4.7591848E+00  1.5321628E+00
  4.7592802E+00  1.5089613E+00
  4.7593756E+00  1.4177185E+00
  4.7594705E+00  1.3528824E+00
  4.7595658E+00  1.3355103E+00
  4.7596607E+00  1.2930890E+00
  4.7597561E+00  1.2970427E+00
  4.7598515E+00  1.2846341E+00
  4.7599463E+00  1.2622952E+00
  4.7600417E+00  1.2550368E+00
  4.7601371E+00  1.2206008E+00
  4.7602320E+00  1.2165097E+00
  4.7603273E+00  1.2662175E+00
  4.7604227E+00  1.2455134E+00
  4.7605176E+00           -NaN
  4.7606130E+00           -NaN
  4.7607083E+00           -NaN
  4.7608032E+00           -NaN
  4.7608986E+00           -NaN
  4.7609940E+00           -NaN
  4.7610888E+00           -NaN
  4.7611842E+00  1.2072117E+00
  4.7612796E+00  1.2176567E+00
  4.7613750E+00  1.2446250E+00
  4.7614698E+00  1.2413576E+00
  4.7615652E+00  1.2404895E+00
  4.7616606E+00  1.2536288E+00
  4.7617555E+00  1.2525538E+00
  4.7618508E+00  1.2580085E+00
  4.7619462E+00  1.2677906E+00
  4.7620416E+00  1.2707545E+00
  4.7621365E+00  1.2586741E+00
  4.7622318E+00  1.2553117E+00
  4.7623272E+00  1.2648700E+00
  4.7624226E+00  1.2634032E+00
  4.7625175E+00  1.3254080E+00
  4.7626128E+00  1.3332089E+00
  4.7627082E+00  1.2547851E+00
  4.7628036E+00  1.1959195E+00
  4.7628984E+00  1.2102131E+00
  4.7629938E+00  1.2923245E+00
  4.7630892E+00  1.3030144E+00
  4.7631845E+00  1.2733396E+00
  4.7632794E+00  1.2893703E+00
  4.7633748E+00  1.3032811E+00
  4.7634702E+00  1.3340677E+00
  4.7635655E+00  1.3782643E+00
  4.7636609E+00  1.4520597E+00
  4.7637558E+00  1.6113553E+00
  4.7638512E+00           -NaN
  4.7639465E+00           -NaN
  4.7640419E+00           -NaN
  4.7641373E+00           -NaN
  4.7642322E+00  2.5803852E+00
  4.7643275E+00  2.5865083E+00
  4.7644229E+00  2.3143148E+00
  4.7645183E+00  2.0610080E+00
  4.7646136E+00  1.7989855E+00
  4.7647090E+00  1.6176181E+00
  4.7648039E+00  1.5152079E+00
  4.7648993E+00  1.4544547E+00
  4.7649946E+00  1.4188477E+00
  4.7650900E+00  1.3358711E+00
  4.7651854E+00  1.2633935E+00
  4.7652807E+00  1.2867481E+00
  4.7653761E+00  1.2729930E+00
  4.7654715E+00  1.2747318E+00
  4.7655663E+00  1.2790030E+00
  4.7656617E+00  1.2749993E+00
  4.7657571E+00  1.2773387E+00
  4.7658525E+00  1.2475353E+00
  4.7659478E+00  1.2842069E+00
  4.7660432E+00  1.2943577E+00
  4.7661386E+00  1.2779090E+00
  4.7662339E+00  1.3047599E+00
  4.7663293E+00  1.3084308E+00
  4.7664242E+00  1.2763157E+00
  4.7665195E+00  1.2913476E+00
  4.7666149E+00  1.2795668E+00
  4.7667103E+00  1.2909021E+00
  4.7668056E+00  1.2813249E+00
  4.7669010E+00  1.2785518E+00
  4.7669964E+00  1.2725735E+00
  4.7670918E+00  1.2945043E+00
  4.7671871E+00  1.3009425E+00
  4.7672825E+00  1.2959046E+00
  4.7673779E+00  1.3005670E+00
  4.7674732E+00  1.3172554E+00
  4.7675686E+00  1.3132378E+00
  4.7676640E+00           -NaN
  4.7677593E+00           -NaN
  4.7678547E+00           -NaN
  4.7679501E+00           -NaN
  4.7680454E+00           -NaN
  4.7681408E+00  1.4968446E+00
  4.7682362E+00  1.5106350E+00
  4.7683315E+00  1.4696457E+00
  4.7684269E+00  1.4179779E+00
  4.7685223E+00  1.4151424E+00
  4.7686176E+00  1.3847162E+00
  4.7687130E+00  1.3282083E+00
  4.7688084E+00  1.3361958E+00
  4.7689037E+00  1.3093868E+00
  4.7689991E+00  1.2477961E+00
  4.7690945E+00  1.2475138E+00
  4.7691898E+00  1.2683223E+00
  4.7692852E+00  1.2605325E+00
  4.7693806E+00  1.2649655E+00
  4.7694759E+00  1.2621051E+00
  4.7695713E+00  1.2564158E+00
  4.7696667E+00  1.2299109E+00
  4.7697620E+00  1.2385842E+00
  4.7698574E+00  1.2522682E+00
  4.7699528E+00  1.2492243E+00
  4.7700481E+00  1.2355189E+00
  4.7701435E+00  1.2413138E+00
  4.7702389E+00  1.2475182E+00
  4.7703342E+00  1.2450744E+00
  4.7704296E+00  1.2664012E+00
  4.7705255E+00  1.2918174E+00
  4.7706208E+00  1.2836807E+00
  4.7707162E+00  1.2668110E+00
  4.7708116E+00  1.2479347E+00
  4.7709069E+00  1.2527674E+00
  4.7710023E+00  1.2592454E+00
  4.7710977E+00  1.2356695E+00
  4.7711930E+00  1.2795227E+00
  4.7712884E+00  1.2759299E+00
  4.7713842E+00  1.2558131E+00
  4.7714796E+00  1.2554102E+00
  4.7715750E+00  1.2534195E+00
  4.7716703E+00  1.2508255E+00
  4.7717657E+00  1.2440028E+00
  4.7718611E+00  1.2474673E+00
  4.7719564E+00  1.2329370E+00
  4.7720518E+00  1.2063656E+00
  4.7721477E+00  1.2429881E+00
  4.7722430E+00  1.2395502E+00
  4.7723384E+00  1.2525411E+00
  4.7724338E+00  1.2677612E+00
  4.7725291E+00  1.2882267E+00
  4.7726245E+00  1.3190687E+00
  4.7727203E+00  1.2928879E+00
  4.7728157E+00  1.3241898E+00
  4.7729111E+00  1.3793588E+00
  4.7730064E+00  1.3823004E+00
  4.7731018E+00  1.3801992E+00
  4.7731977E+00  1.4192559E+00
  4.7732930E+00  1.4453059E+00
  4.7733884E+00  1.5950990E+00
  4.7734838E+00           -NaN
  4.7735791E+00           -NaN
  4.7736750E+00           -NaN
  4.7737703E+00  2.5429847E+00
  4.7738657E+00  2.7339990E+00
  4.7739611E+00  2.6806488E+00
  4.7740569E+00  2.3993130E+00
  4.7741523E+00  2.0631027E+00
  4.7742476E+00  1.8230716E+00
  4.7743430E+00  1.6509246E+00
  4.7744389E+00  1.5244570E+00
  4.7745342E+00  1.4556093E+00
  4.7746296E+00  1.3495103E+00
  4.7747250E+00  1.3192493E+00
  4.7748208E+00  1.3141725E+00
  4.7749162E+00  1.2908013E+00
  4.7750115E+00  1.2526401E+00
  4.7751069E+00  1.2782803E+00
  4.7752028E+00  1.2955840E+00
  4.7752981E+00  1.2809569E+00
  4.7753935E+00  1.2829529E+00
  4.7754893E+00           -NaN
  4.7755847E+00  1.2716603E+00
  4.7756801E+00  1.2628397E+00
  4.7757754E+00  1.2601907E+00
  4.7758713E+00  1.2484543E+00
  4.7759666E+00           -NaN
  4.7760620E+00           -NaN
  4.7761579E+00           -NaN
  4.7762532E+00           -NaN
  4.7763486E+00           -NaN
  4.7764444E+00           -NaN
  4.7765398E+00           -NaN
  4.7766352E+00           -NaN
  4.7767310E+00           -NaN
  4.7768264E+00           -NaN
  4.7769217E+00           -NaN
  4.7770176E+00           -NaN
  4.7771130E+00           -NaN
  4.7772088E+00  1.5946767E+00
  4.7773042E+00  1.6077332E+00
  4.7773995E+00  1.5319654E+00
  4.7774954E+00  1.4523642E+00
  4.7775908E+00  1.4095496E+00
  4.7776861E+00  1.3988535E+00
  4.7777820E+00  1.3544160E+00
  4.7778773E+00  1.3127729E+00
  4.7779732E+00  1.3003889E+00
  4.7780685E+00  1.2921988E+00
  4.7781639E+00  1.2719903E+00
  4.7782598E+00  1.2417687E+00
  4.7783551E+00  1.2612246E+00
  4.7784510E+00  1.2675326E+00
  4.7785463E+00  1.3153175E+00
  4.7786422E+00  1.3125887E+00
  4.7787375E+00  1.2760658E+00
  4.7788329E+00  1.2608442E+00
  4.7789288E+00  1.2791858E+00
  4.7790241E+00  1.2554084E+00
  4.7791200E+00  1.2651592E+00
  4.7792153E+00  1.2787780E+00
  4.7793112E+00  1.2911743E+00
  4.7794065E+00  1.2537342E+00
  4.7795024E+00  1.2201706E+00
  4.7795978E+00  1.1653193E+00
  4.7796936E+00  1.2537702E+00
  4.7797890E+00  1.3074669E+00
  4.7798843E+00  1.2920673E+00
  4.7799802E+00  1.3107460E+00
  4.7800756E+00  1.3015565E+00
  4.7801714E+00  1.3193485E+00
  4.7802668E+00  1.2954941E+00
  4.7803626E+00  1.2976313E+00
  4.7804580E+00  1.2936356E+00
  4.7805538E+00  1.2744107E+00
  4.7806492E+00  1.2362566E+00
  4.7807450E+00  1.2478633E+00
  4.7808404E+00  1.2634243E+00
  4.7809362E+00  1.2468495E+00
  4.7810321E+00  1.2539611E+00
  4.7811275E+00  1.2801684E+00
  4.7812233E+00  1.2702709E+00
  4.7813187E+00  1.2698714E+00
  4.7814145E+00  1.2846042E+00
  4.7815099E+00  1.2588005E+00
  4.7816057E+00  1.2380766E+00
  4.7817011E+00  1.2714870E+00
  4.7817969E+00  1.2691671E+00
  4.7818923E+00  1.2426738E+00
  4.7819881E+00  1.2236623E+00
  4.7820840E+00  1.2129600E+00
  4.7821794E+00  1.2234929E+00
  4.7822752E+00  1.2229340E+00
  4.7823706E+00  1.2682302E+00
  4.7824664E+00  1.2865119E+00
  4.7825618E+00  1.2878417E+00
  4.7826576E+00  1.2994274E+00
  4.7827535E+00  1.3189332E+00
  4.7828488E+00  1.3088825E+00
  4.7829447E+00  1.3000852E+00
  4.7830405E+00           -NaN
  4.7831359E+00           -NaN
  4.7832317E+00           -NaN
  4.7833271E+00           -NaN
  4.7834229E+00           -NaN
  4.7835188E+00           -NaN
  4.7836142E+00           -NaN
  4.7837100E+00           -NaN
  4.7838058E+00           -NaN
  4.7839012E+00           -NaN
  4.7839971E+00           -NaN
  4.7840929E+00           -NaN
  4.7841883E+00           -NaN
  4.7842841E+00           -NaN
  4.7843795E+00           -NaN
  4.7844753E+00           -NaN
  4.7845712E+00           -NaN
  4.7846670E+00           -NaN
  4.7847624E+00           -NaN
  4.7848582E+00           -NaN
  4.7849541E+00           -NaN
  4.7850494E+00           -NaN
  4.7851453E+00           -NaN
  4.7852411E+00           -NaN
  4.7853365E+00           -NaN
  4.7854323E+00           -NaN
  4.7855282E+00           -NaN
  4.7856240E+00           -NaN
  4.7857194E+00           -NaN
  4.7858152E+00           -NaN
  4.7859111E+00           -NaN
  4.7860065E+00           -NaN
  4.7861023E+00           -NaN
  4.7861981E+00           -NaN
  4.7862940E+00           -NaN
  4.7863894E+00           -NaN
  4.7864852E+00           -NaN
  4.7865810E+00           -NaN
  4.7866769E+00           -NaN
  4.7867723E+00           -NaN
  4.7868681E+00           -NaN
  4.7869639E+00           -NaN
  4.7870598E+00           -NaN
  4.7871556E+00           -NaN
  4.7872510E+00           -NaN
  4.7873468E+00           -NaN
  4.7874427E+00           -NaN
  4.7875385E+00           -NaN
  4.7876344E+00           -NaN
  4.7877297E+00           -NaN
  4.7878256E+00           -NaN
  4.7879214E+00           -NaN
  4.7880173E+00           -NaN
  4.7881131E+00           -NaN
  4.7882085E+00           -NaN
  4.7883043E+00           -NaN
